p_val avg_logFC pct.1 pct.2 p_val_adj cluster gene
HLA-DMA 6.40889389183374e-63 0.661429936821937 1 1 8.78915708326079e-59 1 HLA-DMA
STX11 9.40278795783372e-63 0.828031230995002 1 1 1.28949834053732e-58 1 STX11
CTSH 1.33007805164913e-61 0.768997660680683 1 1 1.82406904003162e-57 1 CTSH
TALDO1 1.69621340153632e-60 0.850248265717262 1 1 2.32618705886691e-56 1 TALDO1
CTSB 3.33008259303371e-60 0.982400442409918 1 1 4.56687526808643e-56 1 CTSB
ANXA2 1.5967295435422e-59 0.749417297036857 1 1 2.18975489601377e-55 1 ANXA2
VCAN 4.57774621460954e-59 0.746540373678504 1 1 6.27792115871552e-55 1 VCAN
MAFB 8.18052492880927e-59 0.730225720378517 1 1 1.1218771887369e-54 1 MAFB
PLAUR 2.05396606232189e-58 0.772677315415439 1 1 2.81680905786824e-54 1 PLAUR
CD74 3.74591383702446e-57 0.423361910186087 1 1 5.13714623609534e-53 1 CD74
HLA-DPA1 6.12411025826605e-57 0.833052573871994 1 1 8.39860480818605e-53 1 HLA-DPA1
C1orf162 2.28352826217584e-55 0.769674770351906 1 1 3.13163065874795e-51 1 C1orf162
DUSP6 2.17165794984772e-53 0.506429217652582 1 1 2.97821171242117e-49 1 DUSP6
IL1B 5.82178979684615e-53 0.900042801344011 1 1 7.98400252739481e-49 1 IL1B
CAPG 1.91254129741969e-52 0.712399473945707 1 1 2.62285913528136e-48 1 CAPG
GAPDH 3.77538540233559e-52 0.68997202321963 1 1 5.17756354076302e-48 1 GAPDH
FGR 7.9355967742871e-52 0.599724084065274 1 1 1.08828774162573e-47 1 FGR
HCK 1.89513311821582e-51 0.533475199253622 1 1 2.59898555832118e-47 1 HCK
NEAT1 2.2485034914354e-51 0.684261216282077 1 1 3.08359768815451e-47 1 NEAT1
S100Z 3.70529510175758e-51 0.296392537576816 1 1 5.08144170255034e-47 1 S100Z
TIMP1 5.0209150858627e-51 0.639446332826748 1 1 6.8856829487521e-47 1 TIMP1
MPEG1 5.06508595050591e-51 0.617532870692436 1 1 6.94625887252381e-47 1 MPEG1
IFNGR2 1.004869597001e-50 0.784039450343945 1 1 1.37807816532718e-46 1 IFNGR2
HLA-DPB1 1.46660390519937e-50 0.666296555276559 1 1 2.01130059559041e-46 1 HLA-DPB1
RNASE6 9.18753716473622e-50 0.747422023147916 1 1 1.25997884677193e-45 1 RNASE6
EIF4EBP1 1.66714160115735e-49 0.704363603099841 1 1 2.28631799182718e-45 1 EIF4EBP1
ARPC1B 4.51892033332234e-49 0.68523527318978 1 1 6.19724734511826e-45 1 ARPC1B
C5AR1 4.84013529572176e-49 0.731400295424959 1 1 6.63776154455282e-45 1 C5AR1
IFI6 6.04370919228164e-49 0.824926771804132 1 1 8.28834278629505e-45 1 IFI6
SRGN 6.10737227668396e-49 0.642209692815667 1 1 8.37565034024438e-45 1 SRGN
ATP6V0B 8.35343589685907e-49 0.870206184313841 1 1 1.14559019889525e-44 1 ATP6V0B
AP2S1 4.27952998083005e-48 0.715805094582429 1 1 5.86894741571033e-44 1 AP2S1
LINC00936 1.10604747939228e-47 0.999459148874418 1 1 1.51683351323857e-43 1 LINC00936
VIM 1.3472737842224e-47 0.661359280645311 1 1 1.84765126768259e-43 1 VIM
TMSB10 3.60647537934229e-47 0.38811100582849 1 1 4.94592033523001e-43 1 TMSB10
SH3BGRL3 5.17659161023368e-47 0.48741558477688 1 1 7.09917773427447e-43 1 SH3BGRL3
RGS2 6.2614458398283e-47 0.801789508285091 1 1 8.58694682474053e-43 1 RGS2
FGL2 8.53084649041553e-47 0.796288153473983 1 1 1.16992028769559e-42 1 FGL2
RBP7 2.38462529842364e-46 0.952254694902896 1 1 3.27027513425819e-42 1 RBP7
MSRB1 5.70129012782189e-46 0.686144934036682 1 1 7.81874928129494e-42 1 MSRB1
NAGK 3.23794709972976e-45 0.535726936898718 1 1 4.44052065256939e-41 1 NAGK
STXBP2 4.43805527645042e-45 0.644029894505817 1 1 6.08634900612411e-41 1 STXBP2
FOLR3 7.5591686212648e-44 0.919128549476668 1 1 1.03666438472025e-39 1 FOLR3
APLP2 5.40816477678152e-43 0.624214499331966 1 1 7.41675717487818e-39 1 APLP2
CD1D 1.36319547128489e-42 0.52569965747294 1 1 1.86948626932009e-38 1 CD1D
C19orf38 4.8758375886591e-42 0.633813808522763 1 1 6.68672366908709e-38 1 C19orf38
BLVRA 6.36054674909658e-42 0.678537765669865 1 1 8.72285381171105e-38 1 BLVRA
RHOB 3.14794296474427e-41 0.548896508462169 1 1 4.31708898185029e-37 1 RHOB
CYBB 6.71167236435994e-41 0.548513030683123 1 1 9.20438748048323e-37 1 CYBB
FCGR1A 1.57699887635621e-40 0.586605048527979 1 1 2.16269625903491e-36 1 FCGR1A
SCO2 3.31698834689704e-40 0.617761289971212 1 1 4.5489178189346e-36 1 SCO2
FCGR2A 6.2753006073916e-40 0.610963837181894 1 1 8.60594725297684e-36 1 FCGR2A
ASAH1 1.01640831522742e-39 0.535047807258499 1 1 1.39390236350289e-35 1 ASAH1
SLC31A2 2.54321097741537e-39 0.360878926338084 1 1 3.48775953442744e-35 1 SLC31A2
PGD 5.42853723176715e-39 0.685400132018881 1 1 7.44469595964547e-35 1 PGD
CEBPB 7.98516389649197e-39 0.621632146546444 1 1 1.09508537676491e-34 1 CEBPB
TNFAIP2 2.98300072405054e-38 0.812523501582137 1 1 4.09088719296291e-34 1 TNFAIP2
S100A10 4.94328341810287e-38 0.581162697721348 1 1 6.77921887958628e-34 1 S100A10
WARS 2.53700767968628e-37 0.325687766122858 1 1 3.47925233192177e-33 1 WARS
ATP6V0D1 2.21969030187583e-36 0.552800308785807 1 1 3.04408327999251e-32 1 ATP6V0D1
APOBEC3B 2.66540597277221e-36 0.473429206082097 1 1 3.65533775105981e-32 1 APOBEC3B
NFKBIA 3.13026288682626e-36 0.69264555529805 1 1 4.29284252299353e-32 1 NFKBIA
SERPINB1 3.27386337656499e-36 0.672041000845527 1 1 4.48977623462122e-32 1 SERPINB1
SAT2 3.76962181705281e-36 0.661952686202393 1 1 5.16965935990622e-32 1 SAT2
NUDT16 4.69255796160375e-36 0.56313251278103 1 1 6.43537398854338e-32 1 NUDT16
RP11-290F20.3 1.28177838287301e-35 0.384818217887255 1 1 1.75783087427205e-31 1 RP11-290F20.3
GBGT1 1.63725725636312e-35 0.429384158758072 1 1 2.24533460137639e-31 1 GBGT1
THEMIS2 1.71849261392856e-35 0.482999344400958 1 1 2.35674077074163e-31 1 THEMIS2
PILRA 1.85538113126922e-35 0.40681040941161 1 1 2.54446968342261e-31 1 PILRA
ACTB 3.64203653158468e-35 0.329333179769109 1 1 4.99468889941523e-31 1 ACTB
SLC16A3 1.28571527025574e-34 0.459574936164631 1 1 1.76322992162872e-30 1 SLC16A3
GPBAR1 1.7136302048241e-34 0.447902475896601 1 1 2.35007246289577e-30 1 GPBAR1
MARCO 2.32662724374598e-34 0.492580816447289 1 1 3.19073660207324e-30 1 MARCO
LAMTOR1 4.67712580884949e-34 0.423294510841481 1 1 6.41421033425619e-30 1 LAMTOR1
LILRB4 3.26202632209062e-33 0.337576975591966 1 1 4.47354289811507e-29 1 LILRB4
LRRC25 3.91138418829448e-33 0.470281194316658 1 1 5.36407227582705e-29 1 LRRC25
ATP6V1F 4.00694127242059e-33 0.715036375912303 1 1 5.4951192609976e-29 1 ATP6V1F
SLC11A1 4.52767553957141e-33 0.489338152524543 1 1 6.20925423496823e-29 1 SLC11A1
PRKACA 4.93587336957667e-33 0.370848005287513 1 1 6.76905673903745e-29 1 PRKACA
TNFRSF1B 1.02238346165922e-32 0.554456004773485 1 1 1.40209667931945e-28 1 TNFRSF1B
BID 1.08847896083237e-32 0.556950243563361 1 1 1.49274004688552e-28 1 BID
RHOG 1.09947503802236e-32 0.619602581242125 1 1 1.50782006714387e-28 1 RHOG
MIR24-2 1.26258855492245e-32 0.444575621714945 1 1 1.73151394422064e-28 1 MIR24-2
C20orf24 1.4893942802427e-32 0.638936134143553 1 1 2.04255531592484e-28 1 C20orf24
CAPNS1 1.5952345435329e-32 0.346407698643739 1 1 2.18770465300102e-28 1 CAPNS1
CNPY3 2.57116125622924e-32 0.702293166467752 1 1 3.52609054679278e-28 1 CNPY3
RASSF4 3.05626041541051e-32 0.442254484891981 1 1 4.19135553369397e-28 1 RASSF4
NCF1 4.01312624638044e-31 0.646948966539136 1 1 5.50360133428614e-27 1 NCF1
ZNF385A 5.42340413578089e-31 0.329106980690925 1 1 7.43765643180991e-27 1 ZNF385A
G0S2 5.98021310852698e-31 0.844308791332686 1 1 8.20126425703391e-27 1 G0S2
FKBP1A 7.58164673747646e-31 0.45116849689781 1 1 1.03974703357752e-26 1 FKBP1A
GLRX 1.42810722278695e-30 0.660933182199538 1 1 1.95850624533003e-26 1 GLRX
CTSD 2.19247868888067e-30 0.608577072349354 1 1 3.00676527393095e-26 1 CTSD
TGFBI 2.56319576405056e-30 0.627081459639073 1 1 3.51516667081894e-26 1 TGFBI
ISG15 5.31271106609659e-30 0.604914904007 1 1 7.28585195604487e-26 1 ISG15
CD36 1.01376166831905e-29 0.457754493677721 1 1 1.39027275193274e-25 1 CD36
LGALS9 6.81151537283128e-29 0.566129334126299 1 1 9.34131218230082e-25 1 LGALS9
LACTB 9.67722082897931e-29 0.461956755697473 1 1 1.32713406448622e-24 1 LACTB
GCA 2.15532401149544e-28 0.449469904448207 1 1 2.95581134936484e-24 1 GCA
PRELID1 2.4316825915159e-28 0.640207619214536 1 1 3.3348095060049e-24 1 PRELID1
COMMD9 1.10182189116878e-27 0.320647331713656 1 1 1.51103854154887e-23 1 COMMD9
SULT1A1 1.10338542637721e-27 0.329529917952162 1 1 1.5131827737337e-23 1 SULT1A1
CPPED1 1.99870750918211e-27 0.688058927083977 1 1 2.74102747809235e-23 1 CPPED1
ARPC3 2.4228928124632e-27 0.462217557871558 1 1 3.32275520301203e-23 1 ARPC3
PGLS 3.0157198927367e-27 0.577636505536015 1 1 4.13575826089911e-23 1 PGLS
EFHD2 3.68166200971509e-27 0.500685666953887 1 1 5.04903128012327e-23 1 EFHD2
MSRB2 1.65065743131186e-26 0.37794653847291 1 1 2.26371160130108e-22 1 MSRB2
CD302 1.88807348177622e-26 0.567596155421909 1 1 2.58930397290791e-22 1 CD302
C15orf39 2.22292604935599e-26 0.339003976531592 1 1 3.0485207840868e-22 1 C15orf39
LYL1 3.62280433550083e-26 0.267478254533389 1 1 4.96831386570583e-22 1 LYL1
CD300E 3.6679723632229e-26 0.564035189466189 1 1 5.03025729892388e-22 1 CD300E
GLIPR2 4.90924643463911e-26 0.40951138538001 1 1 6.73254056046407e-22 1 GLIPR2
NCF4 5.16505749366364e-26 0.329423721637379 1 1 7.08335984681032e-22 1 NCF4
FOSB 6.20282717915503e-26 0.567520785758901 1 1 8.50655719349321e-22 1 FOSB
GRINA 1.25182474744613e-25 0.553180845045592 1 1 1.71675245864762e-21 1 GRINA
SOD2 2.03760402510314e-25 0.43346234991189 1 1 2.79437016002644e-21 1 SOD2
GSTO1 2.45318394786266e-25 0.515898443684138 1 1 3.36429646609885e-21 1 GSTO1
BST2 2.75776457086321e-25 0.511041223186087 1 1 3.78199833248181e-21 1 BST2
TBXAS1 4.73996916655786e-25 0.428619621811749 1 1 6.50039371501746e-21 1 TBXAS1
ANXA5 6.14375003570005e-25 0.463821878432171 1 1 8.42553879895905e-21 1 ANXA5
LILRB2 6.26450427730573e-25 0.384187700116951 1 1 8.59114116589707e-21 1 LILRB2
ZFP36 7.37325587936345e-25 0.425112282740966 1 1 1.0111683112959e-20 1 ZFP36
AGTRAP 9.35732588513321e-25 0.715809214202177 1 1 1.28326367188717e-20 1 AGTRAP
SCPEP1 1.05252582327009e-24 0.527976551477211 1 1 1.4434339140326e-20 1 SCPEP1
CREG1 1.12445339295963e-24 0.533881210133744 1 1 1.54207538310484e-20 1 CREG1
C4orf48 1.85787270453479e-24 0.550365564850033 1 1 2.547886626999e-20 1 C4orf48
NDUFS6 1.90917151657869e-24 0.333937059636818 1 1 2.61823781783601e-20 1 NDUFS6
HLA-DMB 2.22701454076902e-24 0.30591258473766 1 1 3.05412774121064e-20 1 HLA-DMB
CARS2 5.35060705804851e-24 0.445297832559086 1 1 7.33782251940773e-20 1 CARS2
RXRA 1.06717978639665e-23 0.37769388166581 1 1 1.46353035906436e-19 1 RXRA
H3F3A 1.07277326519827e-23 0.4535144712171 1 1 1.4712012558929e-19 1 H3F3A
YBX3 1.08192465670666e-23 0.411473023024787 1 1 1.48375147420752e-19 1 YBX3
ATP5G2 1.09329410161977e-23 0.4403960336382 1 1 1.49934353096135e-19 1 ATP5G2
RNF135 2.01939560850036e-23 0.308883469219173 1 1 2.76939913749739e-19 1 RNF135
SERF2 2.84192782982413e-23 0.430451427935365 1 1 3.89741982582081e-19 1 SERF2
GNAI2 3.88310286174253e-23 0.552677305316781 1 1 5.32528726459371e-19 1 GNAI2
H2AFY 4.02855983511723e-23 0.718036393115968 1 1 5.52476695787977e-19 1 H2AFY
C20orf27 4.31911310566132e-23 0.595751281867674 1 1 5.92323171310394e-19 1 C20orf27
MT-ND1 5.47738679519208e-23 0.390001370612353 1 1 7.51168825092642e-19 1 MT-ND1
MT-CO1 1.14877383529807e-22 0.292776618130867 1 1 1.57542843772778e-18 1 MT-CO1
ZYX 1.70083663446892e-22 0.331043807958948 1 1 2.33252736051068e-18 1 ZYX
OAZ2 1.80096797030556e-22 0.39518622663935 1 1 2.46984747447705e-18 1 OAZ2
ENTPD1 2.8140815848558e-22 0.361281870601127 1 1 3.85923148547125e-18 1 ENTPD1
CDKN1A 3.04358558407657e-22 0.51536362661955 1 1 4.17397327000261e-18 1 CDKN1A
MTMR11 5.1679101173076e-22 0.446856930994036 1 1 7.08727193487565e-18 1 MTMR11
FCGR1B 6.8501534847695e-22 0.283836996892484 1 1 9.39430048901289e-18 1 FCGR1B
NFE2 1.31320569947286e-21 0.350111005134787 1 1 1.80093029625708e-17 1 NFE2
NOP10 1.41676282006403e-21 0.472974394673328 1 1 1.94294853143582e-17 1 NOP10
PLEKHO1 2.11283222715811e-21 0.320542237206235 1 1 2.89753811632463e-17 1 PLEKHO1
CARD16 2.18196340687422e-21 0.412372907693599 1 1 2.99234461618731e-17 1 CARD16
CRTAP 3.28219767605033e-21 0.313788039457645 1 1 4.50120589293542e-17 1 CRTAP
AMICA1 3.36410791722023e-21 0.489986206893494 1 1 4.61353759767583e-17 1 AMICA1
TIMM13 3.75844212024888e-21 0.532272560514184 1 1 5.15432752370931e-17 1 TIMM13
EIF4A1 7.19966676519324e-21 0.464761363768688 1 1 9.87362300178601e-17 1 EIF4A1
PFDN5 8.03621359133859e-21 0.36312454705919 1 1 1.10208633191617e-16 1 PFDN5
TXNDC17 8.9196942440073e-21 0.316054497105446 1 1 1.22324686862316e-16 1 TXNDC17
ATOX1 1.45246410320991e-20 0.417331032814838 1 1 1.99190927114208e-16 1 ATOX1
VAMP8 1.92001686501134e-20 0.325221817931573 1 1 2.63311112867655e-16 1 VAMP8
ORAI3 2.30685718779925e-20 0.343971236581702 1 1 3.1636239473479e-16 1 ORAI3
POLE4 2.41795077992598e-20 0.403461987690582 1 1 3.31597769959049e-16 1 POLE4
TNFSF10 4.00625934089692e-20 0.487190086421741 1 1 5.49418406010604e-16 1 TNFSF10
FAM26F 4.03759686087201e-20 0.349708603314211 1 1 5.53716033499988e-16 1 FAM26F
IKBIP 4.05457115260475e-20 0.252887390677601 1 1 5.56043887868215e-16 1 IKBIP
POU2F2 4.4145458812555e-20 0.544860762061195 1 1 6.05410822155379e-16 1 POU2F2
TPI1 6.37092898240183e-20 0.367931914380127 1 1 8.73709200646587e-16 1 TPI1
CSTB 6.58718368087946e-20 0.428365105332366 1 1 9.03366369995809e-16 1 CSTB
TMEM205 9.12031747329196e-20 0.46461102473038 1 1 1.25076033828726e-15 1 TMEM205
NAPRT1 9.28971508804479e-20 0.590076402521968 1 1 1.27399152717446e-15 1 NAPRT1
FAM195A 1.23463126539312e-19 0.261699128173614 1 1 1.69317331736013e-15 1 FAM195A
NDUFS7 1.48988432672278e-19 0.466859739457606 1 1 2.04322736566762e-15 1 NDUFS7
CD4 2.05282765001798e-19 0.394711442842279 1 1 2.81524783923466e-15 1 CD4
MYCL 2.188669114088e-19 0.2714650979946 1 1 3.00154082306028e-15 1 MYCL
ARRB2 2.61624858806589e-19 0.505000878819113 1 1 3.58792331367356e-15 1 ARRB2
PRKCD 4.74514920903097e-19 0.317124807177951 1 1 6.50749762526507e-15 1 PRKCD
ALDOA 4.96264567259798e-19 0.373199115586816 1 1 6.80577227540086e-15 1 ALDOA
COMT 1.27936940190335e-18 0.301271944233146 1 1 1.75452719777026e-14 1 COMT
TMEM219 3.20693270732785e-18 0.527116304007367 1 1 4.39798751482942e-14 1 TMEM219
MYL6 3.58061394355828e-18 0.332556599410779 1 1 4.91045396219583e-14 1 MYL6
GRB2 3.71729530112058e-18 0.427162842436964 1 1 5.09789877595677e-14 1 GRB2
USP36 3.981387181459e-18 0.28020657629823 1 1 5.46007438065287e-14 1 USP36
MID1IP1 4.04509067615221e-18 0.420720119887956 1 1 5.54743735327514e-14 1 MID1IP1
PEPD 4.13784471798798e-18 0.286967079694697 1 1 5.67464024624871e-14 1 PEPD
GNB2 4.41386882694104e-18 0.350933811548826 1 1 6.05317970926695e-14 1 GNB2
NINJ1 1.05464531072341e-17 0.387999868060008 1 1 1.44634057912608e-13 1 NINJ1
COX8A 1.12035641465833e-17 0.408126009255495 1 1 1.53645678706243e-13 1 COX8A
H2AFJ 1.47871911685356e-17 0.378095140700636 1 1 2.02791539685297e-13 1 H2AFJ
CD63 1.51711695660237e-17 0.334505399227161 1 1 2.0805741942845e-13 1 CD63
GLUL 1.57130619550797e-17 0.361678036012007 1 1 2.15488931651963e-13 1 GLUL
MCL1 2.74136011714549e-17 0.315934311454792 1 1 3.75950126465333e-13 1 MCL1
ALOX5 2.96674670254422e-17 0.251121833118724 1 1 4.06859642786914e-13 1 ALOX5
PLSCR1 3.42622764348482e-17 0.443020239920331 1 1 4.69872859027508e-13 1 PLSCR1
ATG3 3.93406385244062e-17 0.36531036569008 1 1 5.39517516723706e-13 1 ATG3
CLIC1 4.69807259596694e-17 0.303537173971033 1 1 6.44293675810906e-13 1 CLIC1
UBE2D1 4.92235103335061e-17 0.392749544979761 1 1 6.75051220713703e-13 1 UBE2D1
IFI35 5.62650428010104e-17 0.318640604800737 1 1 7.71618796973057e-13 1 IFI35
COX5B 7.01693620527068e-17 0.398590681887048 1 1 9.62302631190821e-13 1 COX5B
AOAH 7.64851835469962e-17 0.251691791237925 1 1 1.04891780716351e-12 1 AOAH
ZNHIT1 8.34063432018364e-17 0.385509936387415 1 1 1.14383459066998e-12 1 ZNHIT1
MRPL23 1.02048821247208e-16 0.440474499765016 1 1 1.39949753458421e-12 1 MRPL23
FCER1A 1.43399145364981e-16 0.53642238699663 1 1 1.96657587953534e-12 1 FCER1A
BNIP3L 2.51263493795396e-16 0.469656423101131 1 1 3.44582755391006e-12 1 BNIP3L
MT2A 3.20200165633074e-16 0.370965537827702 1 1 4.39122507149197e-12 1 MT2A
FUOM 3.43951746289344e-16 0.394852573554361 1 1 4.71695424861206e-12 1 FUOM
PKM 3.60870583271324e-16 0.321587944227507 1 1 4.94897917898294e-12 1 PKM
C10orf54 3.65909153307488e-16 0.424786755351982 1 1 5.0180781284589e-12 1 C10orf54
C9orf89 6.28352189010584e-16 0.263155784368139 1 1 8.61722192009115e-12 1 C9orf89
RAB34 6.40771882151176e-16 0.250768816735725 1 1 8.78754559182123e-12 1 RAB34
SLC25A5 7.5798337533076e-16 0.39854975079804 1 1 1.0394984009286e-11 1 SLC25A5
HSBP1 7.5958472414978e-16 0.381617272287708 1 1 1.04169449069901e-11 1 HSBP1
HAUS4 8.70686177120711e-16 0.270629287313409 1 1 1.19405902330334e-11 1 HAUS4
NDUFA11 1.69282147891585e-15 0.471670310523572 1 1 2.3215353761852e-11 1 NDUFA11
LILRA1 1.73751877358266e-15 0.299776953890546 1 1 2.38283324609126e-11 1 LILRA1
CISD3 1.88359745111379e-15 0.274233567879308 1 1 2.58316554445746e-11 1 CISD3
NDUFB1 2.12511763676071e-15 0.415849085016855 1 1 2.91438632705364e-11 1 NDUFB1
ADRBK1 2.5429957591534e-15 0.26934524971538 1 1 3.48746438410297e-11 1 ADRBK1
SNX10 2.74412573799998e-15 0.303081315167078 1 1 3.76329403709318e-11 1 SNX10
TCEB2 3.25780389609666e-15 0.457965382601187 1 1 4.46775226310697e-11 1 TCEB2
ZNF581 4.1824982616222e-15 0.298703827368249 1 1 5.73587811598869e-11 1 ZNF581
ATP5D 4.85421009004981e-15 0.32077906260613 1 1 6.6570637174943e-11 1 ATP5D
MED29 8.03379682568401e-15 0.277867070710978 1 1 1.10175489667431e-10 1 MED29
PSMA7 1.05098821318888e-14 0.283012383493597 1 1 1.44132523556724e-10 1 PSMA7
VMA21 1.08562547081428e-14 0.266147883933844 1 1 1.4888267706747e-10 1 VMA21
CASP1 1.31831777494275e-14 0.254361147273239 1 1 1.80794099655648e-10 1 CASP1
NDUFB7 1.61042216211304e-14 0.267851364583206 1 1 2.20853295312182e-10 1 NDUFB7
CD300LF 3.1826681149194e-14 0.357978122392421 1 1 4.36471105280047e-10 1 CD300LF
KIAA0930 4.7778989924617e-14 0.28774428500672 1 1 6.55241067826198e-10 1 KIAA0930
NRROS 5.45132193168191e-14 0.292507865443483 1 1 7.47594289710858e-10 1 NRROS
RNH1 5.91908770384808e-14 0.339422632037745 1 1 8.11743687705726e-10 1 RNH1
SUPT4H1 6.37273627292119e-14 0.461650314232604 1 1 8.73957052468411e-10 1 SUPT4H1
TREX1 8.01527031628805e-14 0.270688318517149 1 1 1.09921417117574e-09 1 TREX1
GNG5 1.39090768997968e-13 0.380291011360433 1 1 1.90749080603813e-09 1 GNG5
ARPC2 1.70983313657383e-13 0.278531249264542 1 1 2.34486516349736e-09 1 ARPC2
CBR1 1.84911298284566e-13 0.302357150200996 1 1 2.53587354467454e-09 1 CBR1
MBOAT7 1.88427380751895e-13 0.278076399478882 1 1 2.58409309963149e-09 1 MBOAT7
CHCHD5 2.37583087097167e-13 0.264792588550386 1 1 3.25821445645055e-09 1 CHCHD5
SERP1 2.44772146733064e-13 0.356954864972931 1 1 3.35680522029724e-09 1 SERP1
IQGAP1 3.3377780672669e-13 0.32703142321359 1 1 4.57742884144982e-09 1 IQGAP1
OSCAR 4.38033048713962e-13 0.444993311881978 1 1 6.00718523006327e-09 1 OSCAR
CAT 4.630914131148e-13 0.349474111703654 1 1 6.35083563945636e-09 1 CAT
EIF6 4.68402917226536e-13 0.271755936132752 1 1 6.42367760684472e-09 1 EIF6
PDXK 5.11646034131852e-13 0.341618776477354 1 1 7.01671371208421e-09 1 PDXK
RHOA 5.24421078533849e-13 0.272835338436327 1 1 7.19191067101321e-09 1 RHOA
ADAP2 6.09353555417019e-13 0.253645975451261 1 1 8.35667465898899e-09 1 ADAP2
VSTM1 7.23267818627213e-13 0.538271880162996 1 1 9.9188948646536e-09 1 VSTM1
CTNNBIP1 1.18213466723806e-12 0.273916986586496 1 1 1.62117948265027e-08 1 CTNNBIP1
SNX3 1.18434541428591e-12 0.26460641161813 1 1 1.6242113011517e-08 1 SNX3
IER3 1.20217805119854e-12 0.43804922815875 1 1 1.64866697941367e-08 1 IER3
LAP3 1.23805940507504e-12 0.292549987308952 1 1 1.69787466811991e-08 1 LAP3
DYNLT1 1.79689732928867e-12 0.291741688513387 1 1 2.46426499738648e-08 1 DYNLT1
TSEN34 2.21469323378989e-12 0.319230402976984 1 1 3.03723030081945e-08 1 TSEN34
TMEM208 2.26012376569168e-12 0.398520872359487 1 1 3.09953373226957e-08 1 TMEM208
MGST2 2.61917508258992e-12 0.26556499861407 1 1 3.59193670826382e-08 1 MGST2
WDR83OS 3.28291781416982e-12 0.376792282840101 1 1 4.50219349035249e-08 1 WDR83OS
IRF8 4.84083403868644e-12 0.26531603874386 1 1 6.63871980065458e-08 1 IRF8
PTPRE 5.08894160052667e-12 0.431246414401146 1 1 6.97897451096228e-08 1 PTPRE
UQCR11.1 5.4499272806105e-12 0.371328589773661 1 1 7.47403027262924e-08 1 UQCR11.1
COX6B1 6.05123970479835e-12 0.287869607841356 1 1 8.29867013116045e-08 1 COX6B1
PARVG 6.06769456215866e-12 0.382729786079839 1 1 8.32123632254439e-08 1 PARVG
TCIRG1 7.90496464892822e-12 0.294916869718354 1 1 1.08408685195402e-07 1 TCIRG1
NRGN 8.8415482680623e-12 0.266420625987962 1 1 1.21252992948206e-07 1 NRGN
PPP4C 9.16903260344551e-12 0.25031568035877 1 1 1.25744113123652e-07 1 PPP4C
VAMP5 1.03395422146719e-11 0.395126545852688 1 1 1.41796481932011e-07 1 VAMP5
FHL3 1.43659457346924e-11 0.346145938630394 1 1 1.97014579805571e-07 1 FHL3
CYC1 1.59539567066692e-11 0.272963510514221 1 1 2.18792562275261e-07 1 CYC1
RASSF2 1.62468418609898e-11 0.324497638067037 1 1 2.22809189281614e-07 1 RASSF2
SRSF9 1.66332624621594e-11 0.301461290441216 1 1 2.28108561406054e-07 1 SRSF9
RILPL2 1.95672558895291e-11 0.50137584262411 1 1 2.68345347269002e-07 1 RILPL2
PRAM1 2.41156679241926e-11 0.534655957173503 1 1 3.30722269912377e-07 1 PRAM1
LY6E 2.49573180313782e-11 0.288399965182697 1 1 3.42264659482321e-07 1 LY6E
CD86 3.3213436816786e-11 0.31537664674632 1 1 4.55489072505403e-07 1 CD86
DNTTIP1 3.67853594259636e-11 0.45139903459584 1 1 5.04474419167665e-07 1 DNTTIP1
SAMHD1 4.13752447907447e-11 0.492428145130073 1 1 5.67420107060273e-07 1 SAMHD1
SLC25A6 6.35425397037232e-11 0.266709458308416 1 1 8.7142238949686e-07 1 SLC25A6
RAB31 7.46009855889546e-11 0.460471942403431 1 1 1.02307791636692e-06 1 RAB31
GPX4 8.55711833916152e-11 0.393415471335455 1 1 1.17352320903261e-06 1 GPX4
NDUFB11 8.73846583048968e-11 0.284917036711626 1 1 1.19839320399335e-06 1 NDUFB11
HMGB2 1.14620853690214e-10 0.317082252492819 1 1 1.5719103875076e-06 1 HMGB2
PRDX5 1.15207285090702e-10 0.29663402824736 1 1 1.57995270773389e-06 1 PRDX5
PSMB3 1.24416594380425e-10 0.303704229887618 1 1 1.70624917533316e-06 1 PSMB3
EIF4E2 1.4764407946227e-10 0.361469893300589 1 1 2.02479090574557e-06 1 EIF4E2
ARF5 1.68220391198574e-10 0.343645508483239 1 1 2.30697444489725e-06 1 ARF5
TESC 1.84862547525855e-10 0.322958812284229 1 1 2.53520497676957e-06 1 TESC
MIDN 2.60333054354837e-10 0.493612020268082 1 1 3.57020750742223e-06 1 MIDN
TMEM199 2.6838404933991e-10 0.273812133285346 1 1 3.68061885264753e-06 1 TMEM199
EPSTI1 2.70744782653187e-10 0.336809667585 1 1 3.7129939493058e-06 1 EPSTI1
LAMTOR4 2.80041913985453e-10 0.345749709697301 1 1 3.8404948083965e-06 1 LAMTOR4
LRRFIP1 2.89771184667308e-10 0.285758230407232 1 1 3.97392202652746e-06 1 LRRFIP1
MADD 2.92680689221164e-10 0.289948653794884 1 1 4.01382297197904e-06 1 MADD
ZEB2 4.86054338776871e-10 0.294772390780414 1 1 6.665749201986e-06 1 ZEB2
CLEC10A 5.05410034470791e-10 0.468165115864243 1 1 6.93119321273243e-06 1 CLEC10A
MYADM 6.08544803592246e-10 0.349996958404144 1 1 8.34558343646407e-06 1 MYADM
UBE2L6 6.23914190643343e-10 0.508267296895145 1 1 8.55635921048281e-06 1 UBE2L6
